Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
204254651,"Of Empires and Dust (The Bound and The Broken, #4)",Ryan  Cahill,"Cahill, Ryan",,"=""""","=""""",0,5.00,,,,2024,,,2024/01/14,to-read,to-read (#678),to-read,,,,0,0
5056084,"Wings (Wings, #1)",Aprilynne Pike,"Pike, Aprilynne",,"=""0061668036""","=""9780061668036""",0,3.76,HarperTeen,Hardcover,290,2009,2009,,2024/01/13,dnf,dnf (#31),dnf,DNF at some point? I think I wasn’t really interested in the love interest nor the plot. Can’t remember anything except that and that she’s a <spoiler>plant.</spoiler>,,,0,0
182060397,Herald of the Witch's Mark (Rowan Blood #3),Kellen Graves,"Graves, Kellen",,"=""""","=""9798985766295""",4,4.51,,Kindle Edition,561,2023,2023,2024/01/13,2023/10/19,,,read,"Certainly better than the second book! This time we had more going on… I think, though I am docking .25 stars from what it would’ve been had it not been quite slow in the first 50%. While it didn’t crawl, it did take quite a while to actually pick up the pace – in a way that I was wondering whether or not I should DNF if it was going to be that uninteresting. But it luckily picked up after that, leading to a really exciting antagonist. But honestly… it feels like very little happened? Granted, much of the book focused on character development, but even that felt like it happened in the latter 40%. Before that I felt like we were going either very slowly or in circles regarding the plot and Saffron’s interactions with the antagonist. Still, not a bad book. I also like that the romantic relationship still had some tension in things to work through, because I often worry about series where the romance is finished by the second book in the series, because either it becomes boring for me or there’s forced miscommunication. But this worked naturally, so I’m happy.<br/><br/>I would’ve given 4.25 stars, because I found the reveals surrounding the antagonist pretty fun to read and interesting and I still really like the world building, but honestly, they just didn’t feel that developed in this book compared to the previous ones… and it took way too much time to actually get to the reveals. I really liked the new characters that were introduced, but they just didn’t feel part of the plot enough to actually add an extra .25 stars. 4 stars.",,,1,0
61830537,"Lord of Silver Ashes (Rowan Blood, #2)",Kellen Graves,"Graves, Kellen",,"=""""","=""9798985766240""",3,4.29,,Kindle Edition,518,2022,2022,2023/02/05,2023/02/04,,,read,"Saffron was annoyingly idiotic throughout most of this by not telling Cylvan he has his memories. It feels like something invented just so they don’t get together again. Moreover, Cylvan does practically nothing throughout the whole book except for the end. And a lot of the book just feels like cycles of “hurt Saffron, a period of reprieve, repeat.” Nothing really feels like anything happens until like half way in. However, the atmosphere, worldbuilding, and relationship are still top notch, and the ending is incredibly exciting. Wish the rest of the book was more like it. 3.5 stars.",,,1,0
63251778,The Heat Will Kill You First: Life and Death on a Scorched Planet,Jeff Goodell,"Goodell, Jeff",,"=""0316497576""","=""9780316497572""",0,4.32,"Little, Brown and Company",Hardcover,400,2023,2023,,2024/01/12,to-read,to-read (#677),to-read,,,,0,0
59575939,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,Ed Yong,"Yong, Ed",,"=""""","=""""",5,4.47,Random House,Hardcover,464,2022,2022,2024/01/12,2022/12/02,,,read,,,,1,0
43954881,"Rules of Redemption (The Firebird Chronicles, #1)",T.A. White,"White, T.A.",,"=""""","=""""",0,4.35,T.A. White,Kindle Edition,420,2019,2019,,2024/01/11,to-read,to-read (#676),to-read,,,,0,0
58986604,"The Rise and Reign of the Mammals: A New History, from the Shadow of the Dinosaurs to Us",Steve Brusatte,"Brusatte, Steve",,"=""0062951513""","=""9780062951519""",0,4.38,Mariner Books,Hardcover,528,2022,2022,,2024/01/11,to-read,to-read (#675),to-read,,,,0,0
126919284,The Heiress,Rachel Hawkins,"Hawkins, Rachel",,"=""1250280036""","=""9781250280039""",0,3.89,St. Martin's Press,Hardcover,294,2024,2024,,2024/01/11,to-read,to-read (#674),to-read,,,,0,0
150824570,Waverider (Amulet #9),Kazu Kibuishi,"Kibuishi, Kazu",,"=""0545828694""","=""9780545828697""",0,4.16,Graphix,Kindle Edition,256,2024,2024,,2023/03/16,"to-read, up-next","to-read (#167), up-next (#3)",to-read,,,,0,0
100049,Quantum Theory: A Very Short Introduction,John C. Polkinghorne,"Polkinghorne, John C.",,"=""0192802526""","=""9780192802521""",0,3.75,Oxford University Press,Paperback,113,2002,2002,,2024/01/10,"to-read, up-next","to-read (#673), up-next (#8)",to-read,,,,0,0
43606308,"Defiant (Skyward, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0593309715""","=""9780593309711""",4,4.35,Delacorte Press,Hardcover,420,2023,2023,2024/01/09,2023/06/20,,,read,,,,1,0
57571215,"Cytonic (Skyward, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0399555854""","=""9780399555855""",4,4.07,Delacorte Press,Hardcover,415,2021,2021,2023/06/20,2023/06/20,,,read,"Was going to give 4 stars but I LOVED that ending. I originally gave 4.5 stars, but looking back, the rest of the book just wasn’t as good. And it’s less impactful so far in the fourth book. 4.25 stars.",,,1,0
112750,"Darkfever (Fever, #1)",Karen Marie Moning,"Moning, Karen Marie",,"=""0385339151""","=""9780385339155""",0,4.06,Delacorte Press,Hardcover,309,2006,2006,,2024/01/09,to-read,to-read (#672),to-read,,,,0,0
6048518,"Mark of the Demon (Kara Gillian, #1)",Diana Rowland,"Rowland, Diana",,"=""0553592351""","=""9780553592351""",0,3.83,Random House Inc,Mass Market Paperback,370,2009,2009,,2024/01/09,to-read,to-read (#671),to-read,,,,0,0
42283300,"The Throne of the Five Winds (Hostage of Empire, #1)",S.C. Emmett,"Emmett, S.C.",,"=""0316436941""","=""9780316436946""",0,4.06,Orbit,Paperback,654,2019,2019,,2022/12/05,dnf,dnf (#30),dnf,"DNF at 40%. The worldbuilding is very interesting, the characters' machinations are interesting to follow, the plot overall seems like it's going somewhere intriguing... but by GOD does this book <i>crawl</i>.<br/><br/>It would be inaccurate to say that reading this book is like watching paint dry. This is more like as if someone took a very interesting episode of a TV show and slowed it down by 200 percent. I <i>know</i> that interesting stuff is <i>going</i> to happen, I know that this build up is creating interesting plot threads... but holy shit, can we go a little faster? I keep seeing reviews saying it gets more interesting and better paced in the last 200 pages or 20 percent or whatever, but I literally cannot keep reading conversation after conversation that develops maybe 2% of the plot each time they happen. AND each conversation is padded with dozens of descriptions that are <i>nice,</i> but when compared with the already slow pacing, it just annoys. I like the courtly intrigue, I like the scheming, I like the characters (even with SO many names it was hard to keep track of who was who within the first 200 pages), but I cannot keep going with this DRAG. Some people said if you liked Game of Thrones you should read this, but Games of Thrones' pacing is far better. The build up and pacing certainly is.<br/><br/>Moreover, the attempt at mimicking Tolkien via ""this is a translation"" felt weak, since all that's translated is stuff like ""this is a type of bird"" or ""this is a plant,"" instead of cultural or historical knowledge of the world. Building on that, the ""translations"" feel exceptionally stupid sometimes – turning ""bamboo"" into ""babu""? Why? What is the purpose of that – to make your world feel exotic or something? I don't know. Not a fan. It was initially interesting with the more unique names, but after seeing sohju and babu... meh.<br/><br/>I really wish I could keep going in this book – and perhaps if there were fewer pages between where I am and the ending, I could. But I just can't slog through another 200 pages of barely anything. And while the spoilers did seem rather interesting... I just can't. I'd rather read something that fully engages me. It's such a shame, too, because I actually initially felt quite interested in the book! But after seeing reviews saying it barely speeds up until the end... sigh. Maybe I'll come back to this? We'll see.",,,0,0
145624782,The City of Stardust,Georgia  Summers,"Summers, Georgia",,"=""0316561487""","=""9780316561488""",0,3.37,Redhook,Hardcover,352,2024,2024,,2024/01/08,to-read,to-read (#670),to-read,,,,0,0
157605258,"Dragon Rider (The Soulbound Saga, #1)",Taran Matharu,"Matharu, Taran",,"=""""","=""9780063227576""",0,3.95,Harper Voyager,Hardcover,576,2024,2024,,2024/01/08,to-read,to-read (#669),to-read,,,,0,0
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",0,3.69,Portobello Books,Paperback,163,2018,2016,,2024/01/08,to-read,to-read (#668),to-read,,,,0,0
9520360,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"Riordan, Rick",,"=""1423140591""","=""9781423140597""",5,4.41,Disney-Hyperion Books,Hardcover,521,2011,2011,,2021/08/18,favorites,favorites (#29),read,,,,3,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""",0,4.37,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2024/01/05,to-read,to-read (#667),to-read,,,,0,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",5,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2021/06/15,favorites,favorites (#26),read,,,,3,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",5,4.24,Hyperion Books,Hardcover,279,2006,2006,,2021/06/16,favorites,favorites (#41),read,,,,3,0
22449288,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""1423101480""","=""9781423101482""",5,4.37,Disney-Hyperion Books,Paperback,312,2014,2007,,2021/06/16,favorites,favorites (#39),read,,,,3,0
22456292,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101502""","=""9781423101505""",5,4.55,Disney Hyperion Books,Paperback,381,2014,2009,,2021/06/16,favorites,favorites (#27),read,,,,3,0
22449299,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101499""","=""9781423101499""",5,4.42,Disney Hyperion Books ,Paperback,361,2014,2008,2024/01/03,2021/06/16,favorites,favorites (#40),read,,,,3,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany","=""""","=""""",1,3.49,"Little, Brown",Hardcover,343,2016,2016,,2024/01/04,,,read,,,,0,0
41085049,"Velocity Weapon (The Protectorate, #1)",Megan E. O'Keefe,"O'Keefe, Megan E.",,"=""""","=""""",0,3.87,Orbit,Kindle Edition,544,2019,2019,,2024/01/04,to-read,to-read (#666),to-read,,,,0,0
81523116,"Becoming a Malaysian Trans Man: Gender, Society, Body and Faith (Gender, Sexualities and Culture in Asia)",Joseph N. Goh,"Goh, Joseph N.",,"=""9811545340""","=""9789811545344""",0,0.0,Palgrave Macmillan,Kindle Edition,364,2020,,,2024/01/03,to-read,to-read (#665),to-read,,,,0,0
9917879,"The Unwanteds (Unwanteds, #1)",Lisa McMann,"McMann, Lisa",,"=""1442407689""","=""9781442407688""",4,4.12,Aladdin,Hardcover,390,2011,2011,,2022/11/16,,,read,,,,1,0
59040634,"Of Us and Them (Of Us and Them, #1)",T.L. Coughlin,"Coughlin, T.L.",,"=""""","=""9798476314745""",0,4.60,Darkstroke Books,Paperback,249,2021,,,2024/01/02,to-read,to-read (#663),to-read,,,,0,0
33837244,Write Your Book on the Side: How to Write and Publish Your First Nonfiction Kindle Book While Working a Full-Time Job (Even if You Don’t Have a Lot of Time and Don’t Know Where to Start),Hassan Osman,"Osman, Hassan",,"=""""","=""""",0,4.27,,Kindle Edition,110,2017,,,2024/01/02,interested,interested (#15),interested,,,,0,0
40132775,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408884429""","=""9781408884423""",2,4.49,Bloomsbury Publishing,Hardcover,805,2022,2022,2022/09/12,2022/09/10,,,read,"The only interesting relationship was between Ruhn and the Hind. Everything else was boring and horny. This book was also like 1/3 longer than it needed to be. The ending made me interested and had some decent plot reveal, but it’s feeling more fan fiction-y than anything. <spoiler>What even is the point in introducing Rhysand from ACOTAR?</spoiler> Just let these characters be themselves, everyone else is going to steal the show. I’m mildly interested and <spoiler> I’m mildly disliking the crossover</spoiler>, but that series felt a lot better paced than this horny, filler-y (at times) mess. At times I was just skipping paragraphs because they were utterly uninteresting. 2.5 stars, and I’m only holding out (and giving that .5 star) because I want to see how the plot progresses from that ending.",,,1,0
59838811,Upgrade,Blake Crouch,"Crouch, Blake",,"=""0593157532""","=""9780593157534""",0,3.81,Ballantine Books,Hardcover,352,2022,2022,,2024/01/02,to-read,to-read (#662),to-read,,,,0,0
51630215,"Cast in Firelight (Wickery, #1)",Dana    Swift,"Swift, Dana",,"=""0593124219""","=""9780593124215""",0,3.94,Delacorte Press,Hardcover,433,2021,2021,,2024/01/01,to-read,to-read (#661),to-read,,,,0,0
21469087,"Ares: Bringer of War (Olympians, #7)",George  O'Connor,"O'Connor, George",,"=""1626720134""","=""9781626720138""",5,4.10,First Second,Paperback,80,2015,2015,,2024/01/01,,,read,,,,1,0
